timestamp,avg_min_cpu,avg_max_cpu,avg_avg_cpu
1751876643,31.73,49.57,41.26
1751877243,33.98,61.8,43.29
1751877843,37.66,53.43,42.85
1751878443,35.08,54.59,45.79
1751879043,35.25,53.92,42.48
1751879643,27.82,60.66,42.58
1751880244,34.46,57.75,43.75
1751880844,34.67,46.96,41.65
1751881444,32.19,60.86,41.66
1751882044,35.53,51.11,43.4
1751882644,34.34,54.59,45.24
1751883244,37.35,50.6,45.03
1751883844,30.62,50.93,45.34
1751884444,35.29,58.07,46.39
1751885045,36.77,59.59,44.79
1751885645,41.63,61.46,47.32
1751886245,39.18,67.26,48.42
1751886845,40.33,62.04,45.45
1751887445,40.33,60.01,49.3
1751888045,41.54,56.28,47.33
1751888645,33.91,54.1,45.39
1751889246,37.54,59.99,46.35
1751889846,38.97,56.14,50.43
1751890446,40.63,55.07,46.47
1751891046,28.0,57.87,42.96
1751891646,34.62,54.38,47.1
1751892246,35.26,63.48,48.09
1751892846,40.07,66.22,47.43
1751893447,35.28,53.77,47.83
1751894047,29.32,48.6,42.04
1751894647,34.19,56.55,44.94
1751895247,29.57,52.26,44.44
1751895847,37.03,55.84,46.27
1751896447,41.54,55.68,48.83
1751897047,27.94,52.25,42.18
1751897648,31.85,47.14,38.52
1751898248,33.73,52.34,41.83
1751898848,36.27,61.13,45.85
1751899448,27.76,47.23,41.26
1751900048,34.4,56.22,41.46
1751900648,32.06,48.98,42.76
1751901248,31.19,48.89,42.79
1751901849,31.98,52.17,38.65
1751902449,29.3,51.42,37.75
1751903049,31.62,51.46,38.34
1751903649,28.09,45.56,38.42
1751904249,32.5,55.47,41.42
1751904849,28.79,57.67,39.17
1751905449,33.83,45.47,39.71
1751906050,28.13,47.48,37.14
1751906650,27.8,55.48,37.66
1751907250,22.6,55.75,35.98
1751907850,23.63,49.49,36.69
1751908450,29.42,48.2,35.77
1751909050,21.76,42.76,34.88
1751909650,29.3,52.89,37.96
1751910250,29.68,54.6,35.86
1751910851,24.56,54.51,39.19
1751911451,24.96,43.17,33.13
1751912051,20.28,45.93,33.63
1751912651,19.24,43.15,33.79
1751913251,27.12,44.88,35.84
1751913851,18.09,47.21,31.95
1751914451,19.06,39.38,30.99
1751915052,18.64,43.92,30.22
1751915652,15.74,46.01,29.14
1751916252,17.93,37.61,27.43
1751916852,14.09,43.98,24.89
1751917452,19.56,38.99,29.28
1751918052,20.56,49.83,30.62
1751918652,14.34,47.17,28.71
1751919253,15.31,42.78,26.48
1751919853,14.72,41.03,28.71
1751920453,14.93,42.32,25.27
1751921053,18.81,31.61,25.09
1751921653,12.73,35.06,24.56
1751922253,18.23,46.39,27.43
1751922853,18.04,41.64,26.5
1751923454,17.72,40.99,27.11
1751924054,8.09,37.6,22.21
1751924654,9.48,36.69,21.2
1751925254,17.14,35.83,24.43
1751925854,8.18,28.45,21.41
1751926454,4.18,35.63,19.07
1751927054,13.6,28.52,21.71
1751927655,6.43,35.01,20.25
1751928255,7.53,33.31,21.43
1751928855,12.11,31.15,21.8
1751929455,11.37,34.42,22.91
1751930055,19.52,43.43,25.17
1751930655,11.02,33.64,20.38
1751931255,10.95,42.39,22.67
1751931855,11.13,34.37,18.29
1751932456,11.07,28.35,19.03
1751933056,14.97,44.16,24.52
1751933656,14.64,40.61,27.37
1751934256,17.29,34.52,28.7
1751934856,13.96,28.44,23.43
1751935456,14.44,30.82,22.51
1751936056,15.01,28.54,22.27
1751936657,12.34,42.79,25.01
1751937257,13.29,41.24,26.15
1751937857,17.02,45.38,26.47
1751938457,16.72,37.66,24.34
1751939057,20.09,32.93,25.29
1751939657,14.28,29.24,22.1
1751940257,17.25,45.94,27.94
1751940858,21.84,46.2,27.32
1751941458,22.74,50.08,30.45
1751942058,19.03,36.9,25.62
1751942658,14.61,31.34,23.55
1751943258,18.07,35.17,25.86
1751943858,20.32,37.31,28.17
1751944458,19.3,43.28,27.62
1751945059,19.38,37.67,28.94
1751945659,17.58,48.03,28.25
1751946259,24.93,40.44,30.45
1751946859,25.88,51.76,31.79
1751947459,23.26,44.5,32.76
1751948059,14.87,41.89,29.12
1751948659,24.53,51.81,32.48
1751949260,23.94,44.36,34.99
1751949860,23.42,51.92,35.22
1751950460,23.76,44.92,34.24
1751951060,22.79,46.97,32.95
1751951660,29.17,42.55,35.57
1751952260,26.38,41.6,32.5
1751952860,28.51,41.13,34.24
1751953460,30.9,50.8,37.23
1751954061,29.32,44.03,37.17
1751954661,22.98,52.64,36.29
1751955261,31.89,53.69,37.98
1751955861,29.95,56.47,40.18
1751956461,26.64,45.54,38.32
1751957061,25.88,52.84,37.98
1751957661,31.41,58.53,41.65
1751958262,26.14,45.82,39.86
1751958862,33.71,53.15,38.99
1751959462,26.88,59.15,39.21
1751960062,34.9,59.59,41.74
1751960662,28.69,58.45,42.07
1751961262,38.9,62.94,44.58
1751961862,33.3,59.22,41.71
1751962463,37.67,57.21,44.22
1751963063,32.56,53.78,42.99
1751963663,36.34,53.58,45.12
1751964263,32.59,52.72,42.29
1751964863,31.24,56.95,46.08
1751965463,28.33,55.24,43.03
1751966063,37.55,64.14,48.07
1751966664,38.34,52.5,44.6
1751967264,34.83,56.91,46.04
1751967864,34.09,60.61,48.28
1751968464,35.46,56.96,47.54
1751969064,43.24,60.53,51.55
1751969664,35.68,50.78,45.18
1751970264,35.11,59.23,48.89
1751970865,41.8,68.19,48.28
1751971465,32.34,56.92,46.12
1751972065,35.36,65.76,47.55
1751972665,46.13,62.54,51.53
1751973265,42.9,59.67,49.26
1751973865,38.79,64.35,51.11
1751974465,37.92,55.13,46.95
1751975065,40.62,61.48,48.39
1751975666,38.08,51.79,46.31
1751976266,37.68,61.89,49.6
1751976866,31.49,62.32,46.17
1751977466,43.5,67.2,48.7
1751978066,44.24,62.86,50.16
1751978666,33.97,62.16,46.14
1751979266,32.24,57.1,46.85
1751979867,35.54,56.74,48.74
1751980467,34.31,66.23,48.1
1751981067,39.29,56.78,50.36
1751981667,37.09,60.45,49.92
1751982267,39.61,63.59,47.76
1751982867,32.93,50.75,44.56
1751983467,41.27,62.75,49.23
1751984068,41.84,64.66,48.3
1751984668,40.33,55.19,48.02
1751985268,35.52,55.29,48.51
1751985868,39.04,64.14,46.7
1751986468,38.11,54.74,48.56
1751987068,36.88,57.02,47.19
1751987668,32.84,61.97,44.86
1751988269,39.36,60.75,47.48
1751988869,28.09,48.44,40.74
1751989469,37.9,55.06,43.65
1751990069,36.19,48.05,42.99
1751990669,36.13,61.26,46.01
1751991269,26.53,48.86,41.38
1751991869,30.52,52.76,43.99
1751992470,32.55,56.68,40.81
1751993070,34.47,49.55,43.1
1751993670,35.67,48.41,42.35
1751994270,23.38,55.94,36.3
1751994870,27.93,45.64,40.14
1751995470,25.39,56.99,37.94
1751996070,33.0,50.51,39.17
1751996670,34.68,50.97,41.05
1751997271,22.99,48.62,37.41
1751997871,27.47,44.41,35.91
1751998471,23.16,54.82,37.62
1751999071,23.58,44.35,33.78
1751999671,25.91,51.55,37.09
1752000271,22.86,49.52,37.66
1752000871,31.67,47.46,37.61
1752001472,23.6,40.67,35.63
1752002072,22.16,51.27,33.27
1752002672,21.76,42.04,30.96
1752003272,21.22,50.33,36.11
1752003872,18.52,37.59,30.63
1752004472,19.69,40.13,32.68
1752005072,25.37,51.77,32.67
1752005673,24.82,44.79,32.68
1752006273,20.59,40.55,29.64
1752006873,16.17,42.58,27.48
1752007473,20.52,45.85,26.45
1752008073,18.13,44.52,25.4
1752008673,24.78,40.9,30.68
1752009273,23.8,46.8,30.07
1752009874,19.09,41.63,26.98
1752010474,16.78,34.2,26.35
1752011074,14.84,37.06,23.96
1752011674,20.06,41.95,25.34
1752012274,11.69,29.48,24.35
1752012874,20.54,36.43,25.57
1752013474,18.11,33.47,26.43
1752014075,11.23,30.64,24.24
1752014675,18.23,40.8,27.54
1752015275,10.95,31.55,20.05
1752015875,15.55,35.11,22.03
1752016475,7.88,41.2,22.25
1752017075,17.97,41.8,26.68
1752017675,18.47,40.71,25.12
1752018275,18.38,32.45,26.15
1752018876,10.91,41.27,23.6
1752019476,25.32,44.23,31.42
1752020076,18.33,41.52,32.07
1752020676,21.01,41.71,29.81
1752021276,21.67,41.89,32.93
1752021876,21.9,36.9,29.04
1752022476,14.59,42.23,27.54
1752023077,19.27,38.13,27.8
1752023677,23.1,49.95,30.13
1752024277,14.11,40.41,27.77
1752024877,21.45,48.97,32.77
1752025477,16.86,40.28,29.7
1752026077,22.06,43.93,28.31
1752026677,18.57,41.3,33.17
1752027278,20.83,36.83,29.86
1752027878,27.1,42.69,37.35
1752028478,25.41,47.83,30.51
1752029078,29.46,54.47,35.24
1752029678,20.51,51.17,33.49
1752030278,24.94,43.46,33.21
1752030878,32.18,57.18,37.26
1752031479,23.57,53.97,36.91
1752032079,21.26,50.6,33.59
1752032679,30.63,44.49,36.86
1752033279,27.08,56.65,38.38
1752033879,28.59,56.52,37.87
1752034479,28.03,49.57,38.81
1752035079,32.65,54.48,38.42
1752035680,28.87,53.79,40.08
1752036280,22.98,50.38,37.88
1752036880,28.73,49.3,35.06
1752037480,35.96,61.48,42.79
1752038080,25.38,59.23,39.99
1752038680,29.84,56.44,41.16
1752039280,26.86,50.97,41.76
1752039880,27.9,53.34,42.04
1752040481,35.88,50.46,43.86
1752041081,35.76,51.45,42.91
1752041681,29.56,51.17,41.52
1752042281,38.14,65.34,48.15
1752042881,42.75,59.38,48.09
1752043481,34.98,51.84,43.24
1752044081,39.67,51.94,44.8
1752044682,29.92,56.93,40.45
1752045282,38.9,52.52,46.52
1752045882,30.39,49.82,44.16
1752046482,33.9,54.52,47.62
1752047082,35.63,66.84,50.17
1752047682,37.08,66.43,48.78
1752048282,38.9,57.93,50.59
1752048883,35.43,62.61,49.23
1752049483,45.89,69.23,51.72
1752050083,38.57,61.08,51.08
1752050683,41.86,62.76,51.67
1752051283,40.61,58.25,50.01
1752051883,41.29,70.68,51.29
1752052483,38.28,64.07,52.14
1752053084,38.62,59.98,52.73
1752053684,40.61,68.35,53.32
1752054284,43.63,61.96,51.07
1752054884,39.92,60.58,51.76
1752055484,46.84,60.77,52.62
1752056084,51.04,68.35,56.24
1752056684,44.81,63.3,54.29
1752057285,43.87,74.67,55.19
1752057885,45.96,68.94,51.38
1752058485,47.29,64.82,52.55
1752059085,45.23,68.71,56.14
1752059685,45.66,73.93,58.22
1752060285,48.09,61.32,54.91
1752060885,42.34,66.28,52.25
1752061485,46.46,64.35,53.07
1752062086,47.38,67.79,55.34
1752062686,50.39,67.36,57.55
1752063286,49.4,63.89,56.01
1752063886,43.31,60.74,53.91
1752064486,44.72,69.95,53.91
1752065086,50.09,61.66,56.08
1752065686,48.99,61.31,55.09
1752066287,44.59,63.16,53.15
1752066887,42.89,63.96,56.97
1752067487,41.07,71.29,52.17
1752068087,42.6,66.0,55.28
1752068687,44.73,71.26,55.66
1752069287,41.71,66.43,55.21
1752069887,41.13,64.58,55.82
1752070488,40.32,61.92,53.5
1752071088,43.61,68.55,56.2
1752071688,45.42,69.12,54.27
1752072288,39.62,58.53,52.2
1752072888,45.68,58.82,50.94
1752073488,40.76,57.71,51.14
1752074088,39.5,66.34,49.7
1752074689,33.34,58.5,47.98
1752075289,46.81,66.88,52.4
1752075889,38.86,59.33,49.29
1752076489,43.3,65.35,49.23
1752077089,41.23,56.13,46.5
1752077689,45.65,68.53,50.77
1752078289,36.2,65.44,48.05
1752078890,41.36,54.8,49.13
1752079490,37.83,56.2,49.65
1752080090,30.24,60.17,41.19
1752080690,33.5,59.31,45.7
1752081290,33.73,63.5,46.48
1752081890,34.08,55.21,42.51
1752082490,31.26,61.11,44.14
1752083090,38.32,53.13,44.03
1752083691,34.58,54.52,40.69
1752084291,37.41,53.96,42.7
1752084891,33.93,61.44,44.39
1752085491,32.52,55.19,39.85
1752086091,33.13,57.93,42.09
1752086691,34.81,60.06,41.82
1752087291,26.23,45.13,39.89
1752087892,30.86,52.81,38.12
1752088492,30.1,54.64,41.91
1752089092,26.73,54.53,38.17
1752089692,27.35,49.98,39.13
1752090292,29.81,58.04,41.61
1752090892,20.38,44.55,34.58
1752091492,31.51,52.11,38.07
1752092093,29.55,42.05,35.69
1752092693,26.85,41.43,34.63
1752093293,29.11,48.15,36.58
1752093893,24.79,44.33,32.93
1752094493,22.84,49.33,36.33
1752095093,19.76,51.97,33.84
1752095693,23.43,52.14,32.5
1752096294,19.91,51.58,32.57
1752096894,28.31,44.94,34.64
1752097494,23.89,36.23,30.58
1752098094,18.76,31.43,25.35
1752098694,26.62,40.68,31.86
1752099294,21.67,37.17,30.81
1752099894,14.55,42.46,28.59
1752100495,21.26,43.19,28.92
1752101095,20.71,36.45,30.02
1752101695,18.38,41.79,27.32
1752102295,25.3,49.87,31.72
1752102895,26.68,49.78,32.67
1752103495,13.48,45.16,28.0
1752104095,19.4,42.83,30.95
1752104695,13.24,40.65,27.35
1752105296,11.13,38.33,25.4
1752105896,22.54,41.87,32.35
1752106496,26.23,43.98,33.48
1752107096,20.59,49.3,33.5
1752107696,28.0,53.46,36.63
1752108296,27.62,49.66,33.42
1752108896,18.5,40.75,33.31
1752109497,23.06,47.07,35.88
1752110097,21.65,49.14,35.0
1752110697,28.31,40.73,35.1
1752111297,28.03,54.47,34.73
1752111897,30.41,56.61,40.84
1752112497,30.61,47.1,36.25
1752113097,22.44,52.48,34.67
1752113698,29.21,46.74,37.09
1752114298,25.28,41.74,35.51
1752114898,25.12,38.73,32.9
1752115498,24.75,48.37,37.06
1752116098,25.07,57.13,38.59
1752116698,28.48,48.29,40.04
1752117298,26.02,48.77,38.91
1752117899,24.23,45.68,39.02
1752118499,34.36,51.35,39.74
1752119099,27.74,48.5,36.28
1752119699,31.31,59.51,39.83
1752120299,23.13,48.16,36.57
1752120899,37.42,48.58,42.6
1752121499,37.68,51.74,43.92
1752122100,27.01,49.56,41.43
1752122700,34.81,47.61,41.49
1752123300,30.25,57.6,42.05
1752123900,36.32,58.54,49.32
1752124500,29.52,58.33,43.71
1752125100,37.16,53.01,45.39
1752125700,37.9,54.82,43.48
1752126300,35.51,51.52,45.86
1752126901,35.13,49.36,44.25
1752127501,37.73,53.8,45.64
1752128101,34.67,63.41,45.96
1752128701,37.42,54.28,46.32
1752129301,35.24,57.1,48.98
1752129901,42.39,67.77,48.85
1752130501,42.59,59.26,49.27
1752131102,42.29,66.04,53.25
1752131702,35.64,68.35,50.19
1752132302,41.01,54.96,49.73
1752132902,42.0,55.25,49.52
1752133502,41.22,58.69,50.27
1752134102,42.01,58.2,52.84
1752134702,43.57,70.04,52.59
1752135303,43.2,58.26,51.85
1752135903,48.82,69.08,56.34
1752136503,41.11,63.21,52.8
1752137103,46.66,63.49,52.64
1752137703,46.96,63.35,53.67
1752138303,53.19,67.73,59.11
1752138903,46.12,70.27,54.93
1752139504,41.45,69.44,56.27
1752140104,44.7,77.86,59.0
1752140704,49.76,75.69,60.37
1752141304,46.7,61.1,55.46
1752141904,43.73,74.03,58.03
1752142504,45.57,65.68,57.62
1752143104,45.29,64.71,58.73
1752143705,50.62,72.17,59.36
1752144305,51.81,75.04,58.54
1752144905,43.37,66.4,56.95
1752145505,54.34,66.68,59.73
1752146105,46.4,66.89,59.6
1752146705,42.54,75.56,57.13
1752147305,47.1,71.34,57.93
1752147905,41.81,74.97,56.5
1752148506,53.4,65.31,59.01
1752149106,51.11,67.51,60.14
1752149706,53.79,81.4,62.74
1752150306,47.05,60.77,55.31
1752150906,43.84,73.28,58.04
1752151506,54.42,69.39,60.26
1752152106,46.69,68.03,59.77
1752152707,50.12,69.0,58.58
1752153307,47.09,73.16,58.59
1752153907,49.58,73.7,57.59
1752154507,53.04,79.31,61.43
1752155107,45.52,74.92,59.98
1752155707,49.96,65.43,59.46
1752156307,48.85,74.44,57.57
1752156908,46.89,70.26,57.17
1752157508,50.42,77.89,58.82
1752158108,41.19,61.2,55.51
1752158708,41.05,74.43,54.48
1752159308,50.23,69.35,57.28
1752159908,42.67,62.44,55.81
1752160508,48.15,63.34,57.52
1752161109,43.51,58.22,51.28
1752161709,42.6,54.38,49.2
1752162309,47.84,76.56,58.71
1752162909,45.89,58.81,51.4
1752163509,40.59,58.97,50.91
1752164109,47.32,62.17,56.81
1752164709,40.57,70.54,51.77
1752165310,36.32,69.5,50.27
1752165910,42.32,62.49,50.5
1752166510,37.04,64.89,48.52
1752167110,34.23,52.61,47.41
1752167710,37.69,55.82,47.94
1752168310,38.23,64.04,46.38
1752168910,38.15,62.67,46.35
1752169510,40.3,60.85,45.56
1752170111,34.15,55.6,46.25
1752170711,31.76,53.1,44.58
1752171311,36.14,51.73,45.72
1752171911,45.84,60.46,52.81
1752172511,31.17,55.05,42.0
1752173111,26.12,57.44,40.21
1752173711,35.76,63.13,45.46
1752174312,35.7,61.82,42.92
1752174912,30.77,48.28,42.84
1752175512,33.17,51.11,41.95
1752176112,28.52,60.91,41.9
1752176712,32.39,52.74,40.61
1752177312,23.02,44.85,36.49
1752177912,22.75,55.3,35.59
1752178513,26.75,43.74,35.7
1752179113,33.1,54.46,39.56
1752179713,30.67,53.55,39.68
1752180313,31.24,53.06,40.88
1752180913,28.99,50.53,38.8
1752181513,27.41,58.77,41.07
1752182113,24.46,51.47,37.23
1752182714,23.84,39.14,33.01
1752183314,24.75,49.65,35.78
1752183914,29.16,45.03,37.33
1752184514,23.26,51.24,36.03
1752185114,28.43,54.72,35.96
1752185714,25.06,45.13,33.38
1752186314,21.58,54.1,35.25
1752186915,28.3,47.98,36.68
1752187515,23.94,48.22,32.35
1752188115,27.47,42.66,35.11
1752188715,26.7,48.61,34.13
1752189315,26.22,42.68,32.19
1752189915,17.73,43.11,32.17
1752190515,19.6,40.18,33.48
1752191115,22.95,45.15,34.22
1752191716,19.84,47.02,33.6
1752192316,26.69,45.4,32.02
1752192916,21.16,43.94,31.14
1752193516,24.81,51.57,33.82
1752194116,15.01,43.05,29.57
1752194716,17.38,36.26,30.17
1752195316,21.35,52.29,32.83
1752195917,18.07,45.09,32.97
1752196517,23.11,44.2,33.31
1752197117,19.75,49.04,34.61
1752197717,27.07,43.23,34.92
1752198317,19.84,43.65,33.65
1752198917,29.59,43.64,35.52
1752199517,22.34,42.62,30.21
1752200118,17.84,39.83,30.32
1752200718,20.9,44.21,33.22
1752201318,24.46,40.88,35.4
1752201918,30.06,56.29,36.79
1752202518,16.27,46.87,30.61
1752203118,22.92,51.08,34.87
1752203718,22.49,51.04,32.48
1752204319,28.65,40.13,35.04
1752204919,17.83,37.92,31.12
1752205519,25.04,42.93,33.61
1752206119,28.14,48.36,36.15
1752206719,33.55,48.63,39.91
1752207319,23.7,53.02,37.43
1752207919,27.99,46.34,39.16
1752208520,29.24,45.88,39.33
1752209120,25.51,56.6,38.82
1752209720,26.74,49.46,35.96
1752210320,34.62,49.48,42.0
1752210920,31.07,49.02,40.61
1752211520,30.17,54.08,41.36
1752212120,32.74,49.02,43.55
1752212720,37.72,62.76,44.2
1752213321,27.86,54.08,42.45
1752213921,32.11,57.47,44.11
1752214521,33.96,57.37,47.18
1752215121,32.0,50.84,42.3
1752215721,34.61,51.84,43.1
1752216321,33.58,51.06,44.4
1752216921,39.67,54.99,44.91
1752217522,33.48,54.12,41.76
1752218122,39.61,61.35,48.09
1752218722,32.97,61.93,45.24
1752219322,34.76,59.38,45.23
1752219922,36.45,63.4,49.29
1752220522,43.28,65.41,49.49
1752221122,36.79,62.67,49.33
1752221723,45.78,61.41,52.48
1752222323,42.74,69.58,51.26
1752222923,40.21,68.68,52.76
1752223523,45.19,62.15,51.19
1752224123,45.28,62.08,54.69
1752224723,44.03,70.06,50.15
1752225323,40.9,66.32,52.5
1752225924,45.03,60.1,50.98
1752226524,41.6,58.62,51.5
1752227124,40.49,58.87,52.78
1752227724,49.85,68.38,56.85
1752228324,48.26,68.21,55.65
1752228924,38.91,71.12,52.9
1752229524,39.94,67.27,54.07
1752230125,42.16,68.45,52.33
1752230725,48.7,71.72,54.05
1752231325,53.6,69.18,59.31
1752231925,47.85,65.47,55.13
1752232525,48.12,69.32,58.25
1752233125,47.45,71.46,57.14
1752233725,41.62,74.36,55.13
1752234325,50.05,77.19,59.28
1752234926,42.02,72.21,53.49
1752235526,48.85,75.1,56.12
1752236126,44.41,65.06,55.66
1752236726,44.42,67.05,53.2
1752237326,47.37,76.01,56.58
1752237926,45.61,76.11,58.53
1752238526,46.87,67.66,55.56
1752239127,46.82,70.89,55.7
1752239727,43.96,63.48,56.01
1752240327,45.46,71.12,54.73
1752240927,41.63,61.98,53.37
1752241527,44.15,64.36,57.09
1752242127,46.48,71.8,51.81
1752242727,48.52,69.69,53.7
1752243328,46.49,62.63,54.76
1752243928,43.24,64.14,53.6
1752244528,45.22,63.19,53.5
1752245128,43.45,63.14,51.86
1752245728,37.82,66.95,49.29
1752246328,39.26,56.59,50.37
1752246928,42.41,59.78,54.17
1752247529,40.62,57.52,48.84
1752248129,45.56,68.47,51.46
1752248729,36.68,70.2,50.52
1752249329,38.54,52.59,47.16
1752249929,34.55,54.63,48.91
1752250529,34.92,56.09,46.31
1752251129,39.46,63.6,47.55
1752251730,35.66,59.06,49.95
1752252330,35.32,56.83,46.06
1752252930,43.05,60.6,48.58
1752253530,37.39,60.51,43.48
1752254130,33.23,52.8,45.19
1752254730,35.02,54.57,45.83
1752255330,32.7,49.86,41.87
1752255930,33.6,46.92,41.47
1752256531,32.88,49.14,43.74
1752257131,33.64,50.64,44.2
1752257731,32.21,54.02,45.61
1752258331,29.46,56.71,39.76
1752258931,35.05,59.74,42.27
1752259531,27.34,54.7,39.6
1752260131,34.29,55.35,40.1
1752260732,32.78,48.27,39.11
1752261332,28.97,58.05,38.13
1752261932,30.48,57.4,37.57
1752262532,24.67,43.16,37.06
1752263132,28.47,47.34,36.66
1752263732,26.89,48.55,36.83
1752264332,21.09,43.74,35.57
1752264933,23.84,48.13,36.64
1752265533,26.79,48.87,35.33
1752266133,29.34,45.79,38.86
1752266733,26.25,49.24,36.42
1752267333,20.03,50.67,32.12
1752267933,21.94,37.95,32.92
1752268533,25.87,50.86,34.3
1752269134,23.9,41.93,36.11
1752269734,19.21,41.38,34.07
1752270334,25.13,46.12,32.27
1752270934,22.72,49.55,31.88
1752271534,20.2,38.89,29.35
1752272134,19.93,42.32,27.1
1752272734,20.6,42.13,32.44
1752273335,22.98,47.72,34.66
1752273935,21.44,45.56,33.62
1752274535,25.91,51.92,33.68
1752275135,25.37,42.29,31.47
1752275735,18.23,37.91,30.23
1752276335,19.46,49.29,30.84
1752276935,22.89,52.08,35.17
1752277535,28.58,43.01,33.97
1752278136,12.33,38.81,27.29
1752278736,14.54,41.96,25.42
1752279336,12.06,40.33,26.55
1752279936,18.28,39.61,24.51
1752280536,17.17,37.41,25.35
1752281136,19.31,44.33,25.35
1752281736,16.49,44.05,29.43
1752282337,18.52,31.47,25.1
1752282937,13.74,40.32,26.63
1752283537,15.11,37.47,22.15
1752284137,19.51,45.15,27.04
1752284737,15.84,31.06,24.57
1752285337,18.94,43.96,27.07
1752285937,11.44,29.89,24.77
1752286538,15.71,43.24,28.89
1752287138,17.82,36.33,23.0
1752287738,16.45,45.36,28.41
1752288338,15.86,38.92,26.12
1752288938,13.01,35.49,26.91
1752289538,20.68,37.79,26.98
1752290138,11.58,39.3,26.15
1752290739,23.48,39.89,28.78
1752291339,24.15,41.15,30.2
1752291939,16.63,46.94,30.18
1752292539,21.94,37.76,27.59
1752293139,19.93,53.64,34.14
1752293739,18.71,45.51,32.43
1752294339,19.3,45.53,32.46
1752294940,20.8,46.6,33.88
1752295540,25.59,46.68,32.58
1752296140,25.53,50.09,33.98
1752296740,20.56,40.2,30.68
1752297340,23.0,48.38,35.26
1752297940,23.03,46.54,35.81
1752298540,17.42,43.93,31.89
1752299140,26.77,53.45,34.39
1752299741,24.74,48.88,37.11
1752300341,23.58,55.39,36.22
1752300941,31.93,58.11,40.33
1752301541,35.21,60.9,40.97
1752302141,25.14,41.72,35.84
1752302741,22.28,48.69,36.61
1752303341,24.03,51.53,38.08
1752303942,34.85,49.1,43.14
1752304542,32.67,46.08,39.45
1752305142,32.47,53.12,42.5
1752305742,31.48,46.22,40.67
1752306342,34.48,50.82,45.47
1752306942,30.95,45.35,39.76
1752307542,33.0,62.83,44.02
1752308143,28.08,47.45,41.0
1752308743,27.65,56.9,42.47
1752309343,32.19,58.85,45.41
1752309943,37.3,61.05,45.9
1752310543,34.52,57.13,47.23
1752311143,32.08,54.19,45.35
1752311743,31.02,54.1,44.56
1752312344,41.98,57.35,49.18
1752312944,30.14,47.8,42.27
1752313544,42.35,62.92,50.12
1752314144,40.84,63.06,47.93
1752314744,38.04,66.5,46.86
1752315344,36.18,55.71,47.53
1752315944,44.35,58.69,50.24
1752316545,36.58,53.9,48.86
1752317145,41.74,66.59,48.73
1752317745,34.63,60.07,49.18
1752318345,40.51,57.41,50.38
1752318945,34.09,60.48,48.72
1752319545,32.87,66.82,47.59
1752320145,39.87,56.63,50.39
1752320745,36.18,58.93,49.21
1752321346,44.89,59.08,50.56
1752321946,45.0,68.91,51.6
1752322546,37.14,63.86,45.83
1752323146,42.28,68.26,49.71
1752323746,40.97,56.1,48.92
1752324346,42.27,55.69,48.82
1752324946,39.09,70.09,50.85
1752325547,43.15,62.45,49.87
1752326147,37.96,64.58,49.52
1752326747,40.61,53.93,47.11
1752327347,41.31,61.89,47.19
1752327947,46.11,71.01,52.0
1752328547,33.61,68.54,48.58
1752329147,33.94,61.86,45.7
1752329748,32.57,66.12,46.58
1752330348,38.73,61.78,46.74
1752330948,36.35,64.38,48.92
1752331548,35.93,60.35,44.23
1752332148,34.9,54.02,45.65
1752332748,38.08,64.23,50.43
1752333348,41.76,65.1,47.22
1752333949,38.6,61.8,43.94
1752334549,28.52,50.64,43.41
1752335149,40.57,61.42,46.04
1752335749,28.82,51.23,40.27
1752336349,31.52,58.41,41.55
1752336949,31.53,59.88,43.36
1752337549,34.56,53.46,42.56
1752338150,35.03,50.45,40.7
1752338750,22.88,53.32,35.95
1752339350,26.38,55.62,39.37
1752339950,28.08,60.23,41.22
1752340550,29.49,40.73,35.06
1752341150,27.93,54.6,37.84
1752341750,30.12,54.98,35.17
1752342350,27.72,53.24,39.78
1752342951,23.25,52.12,36.04
1752343551,28.71,58.12,40.33
1752344151,25.89,53.37,36.76
1752344751,23.66,53.63,35.32
1752345351,21.32,48.42,29.56
1752345951,27.02,40.46,32.26
1752346551,20.71,48.46,31.68
1752347152,30.41,53.17,36.55
1752347752,19.81,39.57,29.98
1752348352,22.04,41.65,32.74
1752348952,21.79,50.58,32.17
1752349552,20.91,42.17,28.09
1752350152,19.51,37.43,28.72
1752350752,22.99,36.45,30.13
1752351353,12.33,34.37,26.91
1752351953,20.09,46.59,28.89
1752352553,17.18,44.21,28.79
1752353153,24.47,49.17,29.9
1752353753,17.91,41.49,30.02
1752354353,21.09,34.89,29.06
1752354953,15.02,38.0,28.2
1752355554,15.78,28.35,22.8
1752356154,16.48,40.42,26.82
1752356754,13.81,41.79,23.53
1752357354,15.73,34.52,28.74
1752357954,13.35,46.9,27.46
1752358554,13.14,45.81,25.86
1752359154,14.7,38.65,24.79
1752359755,18.03,30.11,23.8
1752360355,9.76,27.86,20.13
1752360955,17.73,36.35,23.47
1752361555,22.56,38.28,27.69
1752362155,13.06,33.54,24.08
1752362755,16.74,39.65,24.61
1752363355,16.55,28.55,22.87
1752363955,20.44,42.14,25.48
1752364556,14.95,35.38,22.38
1752365156,11.87,29.5,20.11
1752365756,6.6,32.14,20.8
1752366356,9.29,40.85,21.43
1752366956,8.42,32.37,21.47
1752367556,11.55,33.06,20.68
1752368156,13.92,28.64,20.25
1752368757,10.34,29.01,19.18
